"yieldl_loss","humidity","linespeed"
9.33171566311798,44.9496343683465,44.2847602843307
9.3257938927297,45.0039732682481,44.2847602843307
9.32875865503196,45.0699253695654,44.2847602843307
9.31086045181478,44.7859682372199,44.2847602843307
9.33834816316851,45.4026083171849,44.2847602843307
9.32419635737591,44.9968767878015,44.2847602843307
9.32491657538916,45.0208513088829,44.2847602843307
9.31410576158437,44.7565798908892,44.2847602843307
9.3536430851953,45.5203350894159,44.2847602843307
9.32407674403329,45.0001247292565,44.2847602843307
9.34049280653402,45.2728965455105,44.2847602843307
9.32125474992477,44.9647086846393,44.2847602843307
9.32862223362297,45.1800295780214,44.2847602843307
9.31993091115995,45.0172034314934,44.2847602843307
9.32544328574922,45.0186202707089,44.2847602843307
9.32071135468988,44.9653300964537,44.2847602843307
9.37346124937214,45.7946796704311,44.2847602843307
9.32648035008534,45.0391789813558,44.2847602843307
9.35283627305351,45.0255935129139,44.2847602843307
9.33072145152601,45.0246948017505,44.2847602843307
9.33365127643184,45.0232753719449,44.2847602843307
9.32993554836936,44.9709058727884,44.2847602843307
9.297318896119,44.5468094585806,44.2847602843307
9.30690434696984,44.7208044623673,44.2847602843307
9.30670536336648,44.7092564662062,44.2847602843307
9.27772370505778,44.2537614072268,44.2847602843307
9.32591832615113,45.0295341821543,44.2847602843307
9.32802517621742,45.0646366714528,44.2847602843307
9.32854537698185,45.0802508221634,44.2847602843307
9.34723130889444,45.2633137337542,44.2847602843307
9.32414651113809,45.034954279,44.2847602843307
9.32614172344587,45.0412838763869,44.2847602843307
9.32533339637721,45.0423793597146,44.2847602843307
9.32628091504002,45.0437871494458,44.2847602843307
9.32961230388738,45.0391572084271,44.2847602843307
9.30579329135692,44.7156158096685,44.2847602843307
9.32119403434251,44.9530081757684,44.2847602843307
9.31971715040028,45.0151544016178,44.2847602843307
9.3189331676269,44.9161904179762,44.2847602843307
9.33026690981738,45.1469748505083,44.2847602843307
9.33904487604297,45.1584359133092,44.2847602843307
9.32712986656158,45.0565063371009,44.2847602843307
9.33435517382054,45.0797375043616,44.2847602843307
9.32701153515646,45.0570595996056,44.2847602843307
9.32767058466009,45.0583770686301,44.2847602843307
9.32454965910677,45.0259421556269,44.2847602843307
9.33269442721599,45.0642404111224,44.2847602843307
9.3293806241664,45.0623586161953,44.2847602843307
9.31804964536613,44.9645989357184,44.2847602843307
9.3266774256022,45.0114634208429,44.2847602843307
9.32825342567932,45.0683394854487,44.2847602843307
9.24666280793481,43.758359675524,44.2847602843307
9.35110759518829,45.3335921983717,44.2847602843307
9.31863647912834,45.0693913514372,44.2847602843307
9.32695196372756,45.0686720318592,44.2847602843307
9.32710787503487,45.0735758862039,44.2847602843307
9.32843804154203,45.0752823898162,44.2847602843307
9.32316064606118,45.0241416364274,44.2847602843307
9.32613357375258,45.0348342525632,44.2847602843307
9.32992944419742,45.0782535603929,44.2847602843307
9.32893094972502,45.0791789765643,44.2847602843307
9.32833617316453,45.0518208988484,44.2847602843307
9.33223582612936,45.0857785123267,44.2847602843307
9.31770809025505,45.069991596881,44.2847602843307
9.32131674794202,44.9965500970395,44.2847602843307
9.32902956013965,45.0861997332123,44.2847602843307
9.32099965124143,45.074102604833,44.2847602843307
9.32934834950687,45.0860826157858,44.2847602843307
9.4080473933888,46.2952666358518,44.2847602843307
9.32956981161829,45.0929912307656,44.2847602843307
9.32239721053482,45.0926435587683,44.2847602843307
9.33386535321863,45.2006824544797,44.2847602843307
9.32747161838902,45.052340741734,44.2847602843307
9.33302939371111,45.0881799065126,44.2847602843307
8.92415154485857,38.9973813527176,44.2847602843307
9.30393739583354,44.721779275005,44.2847602843307
9.38780560081327,46.0640456588241,44.2847602843307
9.27803313013127,44.1342212119627,44.2847602843307
9.34094531864908,45.1269463882226,44.2847602843307
9.33038969100103,45.1061605126443,44.2847602843307
9.33182695689022,45.0709445455867,44.2847602843307
9.31130165467112,45.113530161457,44.2847602843307
9.31960842221751,44.9280180193759,44.2847602843307
9.30354025720047,45.1101339199008,44.2847602843307
9.3185166006741,44.9094690935968,44.2847602843307
9.31088183994446,44.7791032052198,44.2847602843307
9.33521004360173,45.1163298815839,44.2847602843307
9.33180851045551,45.1153935792124,44.2847602843307
9.32575623703346,45.0020430134553,44.2847602843307
9.33538851400292,45.1165944555324,44.2847602843307
9.33847209400098,45.1192520834783,44.2847602843307
9.30960709967466,44.7650552453275,44.2847602843307
9.31783998064325,45.2663873231458,44.2847602843307
9.33101958828681,45.1232634684861,44.2847602843307
9.33168483738996,45.123055504003,44.2847602843307
9.33683278916123,45.2131556358668,44.2847602843307
9.33570103915642,45.1279376778435,44.2847602843307
9.33024396971199,45.1213694907419,44.2847602843307
9.33851288612231,45.1283383033712,44.2847602843307
9.33161171061225,45.1311862036962,44.2847602843307
9.33753105521558,45.2206274449539,44.2847602843307
9.30241427665967,44.9263885421693,44.2847602843307
9.37271555167521,45.8161583084289,44.2847602843307
9.33258656840203,45.1346628352454,44.2847602843307
9.55297213340217,48.8658909017675,44.2847602843307
9.39761748589702,45.9599017028596,44.2847602843307
9.34219062273555,45.2841793443915,44.2847602843307
9.22282218598105,43.557249768415,44.2847602843307
9.33277179579582,45.1429639574576,44.2847602843307
9.340063169368,45.1742314922452,44.2847602843307
9.30396909881182,45.1460521158619,44.2847602843307
9.35313008125491,45.3225326273761,44.2847602843307
9.33285286076167,45.142802263678,44.2847602843307
9.33460892796935,45.1540920257085,44.2847602843307
9.3264860794179,45.0403591430498,44.2847602843307
9.32974754265562,45.0991269364543,44.2847602843307
9.33641153701793,45.1582412361977,44.2847602843307
9.36190577894429,45.6430206601013,44.2847602843307
9.29857020434156,44.5861020187116,44.2847602843307
9.32771321230084,45.1413258893994,44.2847602843307
